CCN,State,Provider Name,City,Ownership Type,ESRD Network,NPI,Chain Name,Modality,Alternate CCN(s)
12706,AL,FRESENIUS KIDNEY CARE OAK MOUNTAIN,BIRMINGHAM,For Profit,8,1346768603,FRESENIUS MEDICAL CARE,Hemodialysis,012706
12707,AL,SAPPHIRE COMMUNITY DIALYSIS,MONTGOMERY,For Profit,8,1902313430,PHYSICIANS CHOICE,Hemodialysis and Peritoneal Dialysis,012707
12708,AL,FRESENIUS KIDNEY CARE CULLMAN,CULLMAN,For Profit,8,1467916502,FRESENIUS MEDICAL CARE,Hemodialysis,012708
12709,AL,MONTGOMERY COMMUNTIY DIALYSIS,MONTGOMERY,For Profit,8,1215451612,PHYSICIANS CHOICE,Hemodialysis and Peritoneal Dialysis,012709
12710,AL,FRESENIUS KIDNEY CARE HOPE HULL,HOPE HULL,For Profit,8,1659838266,FRESENIUS MEDICAL CARE,Hemodialysis,012710
22500,AK,RENAL CARE GROUP- ANCHORAGE,ANCHORAGE,For Profit,16,1770695579,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,022500
22502,AK,"RENAL CARE GROUP ALASKA FAIRBANKS, LLC",FAIRBANKS,For Profit,16,1689786485,FRESENIUS MEDICAL CARE,Hemodialysis,022502
22503,AK,RENAL CARE GROUP- WASILLA,WASILLA,For Profit,16,1497867295,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,022503
22504,AK,REIFENSTEIN DIALYSIS CENTER,JUNEAU,For Profit,16,1215049010,FRESENIUS MEDICAL CARE,Hemodialysis,022504
22506,AK,LIBERTY DIALYSIS - ALASKA LLC,ANCHORAGE,For Profit,16,1841468535,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,022506
22507,AK,FRESENIUS MEDICAL CARE COOK INLET,ANCHORAGE,For Profit,16,1154570067,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,022507
22508,AK,FRESENIUS MEDICAL CARE SOLDOTNA,SOLDOTNA,For Profit,16,1801046362,FRESENIUS MEDICAL CARE,Hemodialysis,022508
22509,AK,DENALI DIALYSIS CENTER,ANCHORAGE,For Profit,16,1316206915,LIBERTY DIALYSIS,Hemodialysis and Peritoneal Dialysis,022509
22510,AK,TUDOR DIALYSIS,ANCHORAGE,For Profit,16,1639554017,FRESENIUS MEDICAL CARE,Hemodialysis,022510
32302,AZ,MARICOPA MEDICAL CENTER - ESRD,PHOENIX,Non-profit,15,1073576740,INDEPENDENT,Hemodialysis,"030022,032302"
32314,AZ,PHOENIX CHILDREN'S HOSPITAL - DIALYSIS CENTER,PHOENIX,Non-profit,15,1760480503,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,"032314,033302"
32315,AZ,GILA RIVER DIALYSIS EAST,SACATON,Non-profit,15,1891776902,INDEPENDENT,Hemodialysis,"031308,032315"
32316,AZ,BANNER UNIVERSITY MEDICAL CENTER ESRD,TUCSON,Non-profit,15,1649668450,INDEPENDENT,Hemodialysis,"030064,032316"
32500,AZ,TUCSON WEST DIALYSIS,TUCSON,For Profit,15,1861465684,DAVITA,Hemodialysis and Peritoneal Dialysis,032500
32501,AZ,TUCSON EAST DIALYSIS,TUCSON,For Profit,15,1417920034,DAVITA,Hemodialysis and Peritoneal Dialysis,032501
32502,AZ,YUMA DIALYSIS,YUMA,For Profit,15,1821061649,DAVITA,Hemodialysis and Peritoneal Dialysis,032502
32503,AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",PEORIA,For Profit,15,1063477727,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032503
32504,AZ,CAMELBACK DIALYSIS SERVICES,SCOTTSDALE,For Profit,15,1033173521,DAVITA,Unavailable,032504
32506,AZ,TUBA CITY DIALYSIS FACILITY,TUBA CITY,For Profit,15,1500000025,DAVITA,Hemodialysis and Peritoneal Dialysis,032506
32508,AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",PHOENIX,For Profit,15,1861504763,FRESENIUS MEDICAL CARE,Hemodialysis,032508
32509,AZ,RENAL CARE GROUP OF ARIZONA - EAST VALLEY DIALYSIS,MESA,For Profit,15,1124130927,FRESENIUS MEDICAL CARE,Hemodialysis,032509
32513,AZ,SELLS DIALYSIS,SELLS,For Profit,15,1295708808,DAVITA,Hemodialysis and Peritoneal Dialysis,032513
32514,AZ,DCI DESERT DIALYSIS CENTER,TUCSON,Non-profit,15,1023041407,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,032514
32515,AZ,RENAL CARE GROUP-WHITERIVER,WHITERIVER,For Profit,15,1770663783,FRESENIUS MEDICAL CARE,Unavailable,032515
32516,AZ,"RENAL CARE GROUP ARIZONA, LLC",CHANDLER,For Profit,15,1033221833,RENAL CARE GROUP INC.,Hemodialysis and Peritoneal Dialysis,032516
32517,AZ,BMA CENTRAL PHOENIX DIALYSIS,PHOENIX,For Profit,15,1053423954,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032517
32518,AZ,CHINLE DIALYSIS FACILITY,CHINLE,For Profit,15,1184680803,DAVITA,Hemodialysis,032518
32520,AZ,SIERRA VISTA DIALYSIS,SIERRA VISTA,For Profit,15,1942274493,DAVITA,Hemodialysis and Peritoneal Dialysis,032520
32521,AZ,FMC DIALYSIS SERVICES GLENDALE,GLENDALE,For Profit,15,1851403752,FRESENIUS MEDICAL CARE,Hemodialysis,032521
32522,AZ,BMA PARKER DIALYSIS CENTER,PARKER,For Profit,15,1356443519,FRESENIUS MEDICAL CARE,Hemodialysis,032522
32523,AZ,PRESCOTT DIALYSIS,PRESCOTT,For Profit,15,1205881232,DAVITA,Hemodialysis,032523
32524,AZ,BIO-MEDICAL APPLICATIONS OF ARIZONA,FLAGSTAFF,For Profit,15,1013029818,FRESENIUS MEDICAL CARE,Hemodialysis,032524
32525,AZ,DESERT MOUNTAIN DIALYSIS CENTER,SCOTTSDALE,For Profit,15,1992769491,DAVITA,Hemodialysis,032525
32526,AZ,US RENAL CARE SOUTHWEST MESA DIALYSIS,MESA,For Profit,15,1033164066,NATIONAL RENAL INSTITUTES,Hemodialysis and Peritoneal Dialysis,032526
32528,AZ,FRESENIUS MEDICAL CARE-THUNDERBIRD,GLENDALE,For Profit,15,1851403653,RENAL CARE GROUP INC.,Hemodialysis and Peritoneal Dialysis,032528
32530,AZ,FMC DIALYSIS OF DESERT VALLEY,PHOENIX,For Profit,15,1205948106,FRESENIUS MEDICAL CARE,Hemodialysis,032530
32533,AZ,RENAL CARE GROUP - GLOBE,MIAMI,For Profit,15,1306958111,FRESENIUS MEDICAL CARE,Hemodialysis,032533
32535,AZ,RENAL CARE GROUP - HOME DIALYSIS OF MESA,MESA,For Profit,15,1275623779,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032535
32536,AZ,BMA WINSLOW DIALYSIS CENTER,WINSLOW,For Profit,15,1922110725,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032536
32537,AZ,BMA ESTRELLA DIALYSIS,PHOENIX,For Profit,15,1578675476,FRESENIUS MEDICAL CARE,Hemodialysis,032537
32539,AZ,MESA DIALYSIS CENTER,GILBERT,For Profit,15,1447280565,FRESENIUS MEDICAL CARE,Hemodialysis,032539
32540,AZ,FRESENIUS MEDICAL CARE WESTERN SKIES,CASA GRANDE,For Profit,15,1093864225,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032540
32541,AZ,FRESENIUS MEDICAL CARE - TEMPE,TEMPE,For Profit,15,1942312756,FRESENIUS MEDICAL CARE,Hemodialysis,032541
32542,AZ,BMA ARCADIA DIALYSIS,PHOENIX,For Profit,15,1538199658,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032542
32543,AZ,NOGALES DIALYSIS,NOGALES,For Profit,15,1023081999,DAVITA,Hemodialysis,032543
32544,AZ,"RENAL CARE GROUP OF ARIZONA, LLC",LAKE HAVASU CITY,For Profit,15,1588776397,RENAL CARE GROUP INC.,Hemodialysis and Peritoneal Dialysis,032544
32545,AZ,FMC SOUTH MOUNTAIN,PHOENIX,For Profit,15,1780796680,FRESENIUS MEDICAL CARE,Hemodialysis,032545
32546,AZ,BMA DIALYSIS SERVICES SUN CITY WEST,SURPRISE,For Profit,15,1871605774,FRESENIUS MEDICAL CARE,Hemodialysis,032546
32547,AZ,RENAL CARE GROUP-SUN CITY,SUN CITY,For Profit,15,1205948015,FRESENIUS MEDICAL CARE,Hemodialysis,032547
32549,AZ,RENAL CARE GROUP-SAFFORD,SAFFORD,For Profit,15,1578675385,RENAL CARE GROUP INC.,Hemodialysis and Peritoneal Dialysis,032549
32550,AZ,NORTH PHOENIX DIALYSIS CENTER,PHOENIX,For Profit,15,1578675377,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032550
32551,AZ,US RENAL CARE MESA DIALYSIS,MESA,For Profit,15,1528341070,INDEPENDENT,Hemodialysis,032551
32552,AZ,FMC ARROWHEAD DIALYSIS,GLENDALE,For Profit,15,1851403653,FRESENIUS MEDICAL CARE,Hemodialysis,032552
32553,AZ,PAPAGO DIALYSIS CENTER,PHOENIX,For Profit,15,1790749190,DAVITA,Hemodialysis,032553
32556,AZ,SOUTH YUMA DIALYSIS,YUMA,For Profit,15,1447223318,DAVITA,Hemodialysis,032556
32557,AZ,TUCSON SOUTH DIALYSIS,TUCSON,For Profit,15,1548233489,DAVITA,Hemodialysis,032557
32558,AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",BULLHEAD CITY,For Profit,15,1669584462,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032558
32559,AZ,KAYENTA DIALYSIS FACILITY,KAYENTA,For Profit,15,1639135379,DAVITA,Hemodialysis,032559
32561,AZ,FRESENIUS MEDICAL CARE CASA GRANDE,CASA GRANDE,For Profit,15,1487766291,RENAL CARE GROUP INC.,Hemodialysis,032561
32562,AZ,COTTONWOOD DIALYSIS,COTTONWOOD,For Profit,15,1568417681,DAVITA,Hemodialysis,032562
32563,AZ,RENAL CARE GROUP-SCOTTSDALE,SCOTTSDALE,For Profit,15,1104938919,FRESENIUS MEDICAL CARE,Hemodialysis,032563
32564,AZ,RENAL CARE GROUP - MARYVALE,PHOENIX,For Profit,15,1922110733,FRESENIUS MEDICAL CARE,Hemodialysis,032564
32565,AZ,D C I  DESERT DIALYSIS CENTER SOUTH,TUCSON,Non-profit,15,1871526251,"DIALYSIS CLINIC, INC.",Hemodialysis,032565
32568,AZ,BMA RED MOUNTAIN,MESA,For Profit,15,1841302742,FRESENIUS MEDICAL CARE,Hemodialysis,032568
32571,AZ,FMC DIALYSIS SERVICES NORTH SCOTTSDALE,SCOTTSDALE,For Profit,15,1821100629,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032571
32572,AZ,DESERT DIALYSIS,SUN CITY,For Profit,15,1265439996,DAVITA,Hemodialysis,032572
32573,AZ,PASCUA YAQUI TRIBE DIALYSIS,TUCSON,For Profit,15,1003889973,DAVITA,Hemodialysis,032573
32575,AZ,RENAL CARE GROUP - SHOW LOW,SHOW LOW,For Profit,15,1740392554,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032575
32577,AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",PRESCOTT,For Profit,15,1275645079,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032577
32578,AZ,RENAL CARE GROUP - APACHE JUNCTION,APACHE JUNCTION,For Profit,15,1639118714,FRESENIUS MEDICAL CARE,Hemodialysis,032578
32579,AZ,"RENAL CARE GROUP ARIZONA, LLC",SUN LAKES,For Profit,15,1659483469,FRESENIUS MEDICAL CARE,Hemodialysis,032579
32580,AZ,FMC DIALYSIS SERVICES PALM VALLEY,GOODYEAR,For Profit,15,1801908603,FRESENIUS MEDICAL CARE,Hemodialysis,032580
32581,AZ,RENAL CARE GROUP - AK-CHIN,MARICOPA,For Profit,15,1184714685,RENAL CARE GROUP INC.,Hemodialysis,032581
32583,AZ,US RENAL CARE SOUTH PHOENIX DIALYSIS,PHOENIX,For Profit,15,1891740106,INDEPENDENT,Hemodialysis,032583
32586,AZ,U.S. RENAL CARE TEMPE DIALYSIS,TEMPE,For Profit,15,1760437909,INDEPENDENT,Unavailable,032586
32587,AZ,FMC DIALYSIS SERVICES - DEER VALLEY,PHOENIX,For Profit,15,1992817795,FRESENIUS MEDICAL CARE,Hemodialysis,032587
32589,AZ,TUCSON SOUTH CENTRAL DIALYSIS,TUCSON,For Profit,15,1013981679,DAVITA,Hemodialysis,032589
32592,AZ,HOPI DIALYSIS CENTER,POLACCA,For Profit,15,1700842432,DAVITA,Hemodialysis and Peritoneal Dialysis,032592
32593,AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",SUN CITY WEST,For Profit,15,1235241035,FRESENIUS MEDICAL CARE,Hemodialysis,032593
32594,AZ,FRESENIUS MEDICAL CARE SALT RIVER,SCOTTSDALE,For Profit,15,1568574374,FRESENIUS MEDICAL CARE,Hemodialysis,032594
32595,AZ,GLENDALE FAMILY HEALTH CENTER AND DIALYSIS SERVICE,GLENDALE,Non-profit,15,.,INDEPENDENT,Hemodialysis,032595
32596,AZ,U.S. RENAL CARE NORTHEAST PHOENIX DIALYSIS,PHOENIX,For Profit,15,1235185281,INDEPENDENT,Hemodialysis,032596
32597,AZ,RENAL CARE GROUP-SAN CARLOS,PERIDOT,For Profit,15,1487756656,FRESENIUS MEDICAL CARE,Hemodialysis,032597
32598,AZ,RENAL CARE GROUP - MAMMOTH,MAMMOTH,For Profit,15,1104928373,FRESENIUS MEDICAL CARE,Hemodialysis,032598
32599,AZ,FRESENIUS KIDNEY CARE - AHWATUKEE,PHOENIX,For Profit,15,1477665289,RENAL CARE GROUP INC.,Hemodialysis,032599
32601,AZ,PALM BROOK DIALYSIS CENTER,SUN CITY,For Profit,15,1194789594,DAVITA,Hemodialysis,032601
32604,AZ,ARROWHEAD LAKES DIALYSIS CENTER,GLENDALE,For Profit,15,1962685636,DAVITA,Hemodialysis and Peritoneal Dialysis,032604
32605,AZ,GILBERT DIALYSIS CENTER,GILBERT,For Profit,15,1093998767,DAVITA,Hemodialysis and Peritoneal Dialysis,032605
32607,AZ,FRESENIUS MEDICAL CARE OF AVONDALE,AVONDALE,For Profit,15,1134231939,FRESENIUS MEDICAL CARE,Hemodialysis,032607
32608,AZ,U S RENAL CARE AVONDALE DIALYSIS,AVONDALE,For Profit,15,1992750228,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,032608
32609,AZ,TEMPE DIALYSIS CENTER,TEMPE,For Profit,15,1578746277,DAVITA,Hemodialysis and Peritoneal Dialysis,032609
32610,AZ,FRESENIUS KIDNEY CARE SOUTHEAST VALLEY,QUEEN CREEK,For Profit,15,1003976010,FRESENIUS MEDICAL CARE,Hemodialysis,032610
32611,AZ,PHOENIX DIALYSIS CENTER,PHOENIX,For Profit,15,1336155753,DAVITA,Hemodialysis,032611
32612,AZ,ESTRELLA DIALYSIS CENTER,PHOENIX,For Profit,15,1518973932,DAVITA,Hemodialysis,032612
32613,AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",TUCSON,For Profit,15,1578780268,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032613
32614,AZ,DOUGLAS DIALYSIS CENTER,DOUGLAS,Non-profit,15,1326240094,"DIALYSIS CLINIC, INC.",Hemodialysis,032614
32615,AZ,RIM COUNTRY DIALYSIS,PAYSON,For Profit,15,1427243534,DAVITA,Hemodialysis,032615
32616,AZ,DESERT DIALYSIS SAHUARITA,SAHUARITA,Non-profit,15,1972705648,"DIALYSIS CLINIC, INC.",Hemodialysis,032616
32617,AZ,FRESENIUS MEDICAL CARE TUCSON WEST,TUCSON,For Profit,15,1740476282,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032617
32618,AZ,"NORTHWEST TUCSON DIALYSIS, LLC",TUCSON,For Profit,15,1972791424,DAVITA,Hemodialysis,032618
32619,AZ,MOUNTAIN VISTA DIALYSIS CENTER OF ARIZONA,MESA,For Profit,15,1346436532,DAVITA,Hemodialysis,032619
32620,AZ,GRAND HOME DIALYSIS,SURPRISE,For Profit,15,1780863878,DAVITA,Hemodialysis and Peritoneal Dialysis,032620
32621,AZ,WESTBROOK DIALYSIS CENTER,SUN CITY WEST,For Profit,15,1780879874,DAVITA,Hemodialysis,032621
32622,AZ,FRESENIUS MEDICAL CARE - GOODYEAR,GOODYEAR,For Profit,15,1467649038,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032622
32624,AZ,CENTRAL MESA DIALYSIS CENTER,MESA,For Profit,15,1700059227,DAVITA,Hemodialysis,032624
32625,AZ,RAVEN DIALYSIS CENTER,PHOENIX,For Profit,15,1801050604,DAVITA,Hemodialysis and Peritoneal Dialysis,032625
32626,AZ,FRESENIUS MEDICAL CARE - MIDVALE PARK,TUCSON,For Profit,15,1811169790,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032626
32627,AZ,TUCSON CENTRAL DIALYSIS,TUCSON,For Profit,15,1104091743,DAVITA,Hemodialysis and Peritoneal Dialysis,032627
32628,AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",KINGMAN,For Profit,15,1487818076,FRESENIUS MEDICAL CARE,Hemodialysis,032628
32629,AZ,FRESENIUS MEDICAL CARE SOUTH TUCSON,TUCSON,For Profit,15,1649442526,FRESENIUS MEDICAL CARE,Hemodialysis,032629
32630,AZ,BROOKWOOD DIALYSIS CENTER,GLENDALE,For Profit,15,1932353950,DAVITA,Hemodialysis,032630
32631,AZ,OCOTILLO DIALYSIS,CHANDLER,For Profit,15,1770714701,DAVITA,Hemodialysis and Peritoneal Dialysis,032631
32632,AZ,RITA RANCH DIALYSIS,TUCSON,For Profit,15,1619114501,DAVITA,Hemodialysis,032632
32633,AZ,FRESENIUS MEDICAL CARE - SAN TAN,FLORENCE,For Profit,15,1700932779,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032633
32634,AZ,MARYVALE DIALYSIS CENTER,PHOENIX,For Profit,15,1770758526,DAVITA,Hemodialysis,032634
32635,AZ,FRESENIUS MEDICAL CARE - GILBERT,GILBERT,For Profit,15,1407176068,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032635
32636,AZ,U S RENAL CARE FLAGSTAFF DIALYSIS,FLAGSTAFF,For Profit,15,1790074516,"US RENAL CARE, INC.",Hemodialysis and Peritoneal Dialysis,032636
32637,AZ,WICKENBURG DIALYSIS,WICKENBURG,For Profit,15,1700158284,DAVITA,Hemodialysis and Peritoneal Dialysis,032637
32638,AZ,POWER ROAD DIALYSIS,MESA,For Profit,15,1821344581,DAVITA,Hemodialysis and Peritoneal Dialysis,032638
32639,AZ,"ESTRELLA MOUNTAIN DIALYSIS, LLC",PHOENIX,For Profit,15,1063767739,AMERICAN RENAL ASSOCIATES,Hemodialysis and Peritoneal Dialysis,032639
32640,AZ,SWEETWATER RIDGE DIALYSIS,PEORIA,For Profit,15,1508100470,DAVITA,Hemodialysis,032640
32641,AZ,SCOTTSDALE DIALYSIS,SCOTTSDALE,For Profit,15,1992769491,DAVITA,Hemodialysis,032641
32642,AZ,PHOENIX HOME DIALYSIS,PHOENIX,For Profit,15,1306237656,DAVITA,Peritoneal Dialysis,032642
32643,AZ,"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",TUCSON,For Profit,15,1700277928,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032643
32644,AZ,EDGE RIVER DIALYSIS,YUMA,For Profit,15,1356745236,DAVITA,Hemodialysis and Peritoneal Dialysis,032644
32645,AZ,FOUNTAIN HILLS DIALYSIS,FOUNTAIN HILLS,For Profit,15,1427434687,DAVITA,Hemodialysis and Peritoneal Dialysis,032645
32646,AZ,FRESENIUS MEDICAL CARE GLENDALE TOWN CENTER,GLENDALE,For Profit,15,1578947636,FRESENIUS MEDICAL CARE,Hemodialysis,032646
32647,AZ,FRESENIUS MEDICAL CARE NORTH MOUNTAIN,PHOENIX,For Profit,15,1528442779,FRESENIUS MEDICAL CARE,Hemodialysis,032647
32648,AZ,FMC OLD TOWN SCOTTSDALE,SCOTTSDALE,For Profit,15,1083008247,FRESENIUS MEDICAL CARE,Hemodialysis,032648
32649,AZ,PEDIATRIC DIALYSIS CENTER OF PHOENIX,PHOENIX,For Profit,15,1841734720,AMERICAN RENAL ASSOCIATES,Peritoneal Dialysis,032649
32650,AZ,FRESENIUS KIDNEY CARE DESERT SAGE,PHOENIX,For Profit,15,1982152484,FRESENIUS MEDICAL CARE,Hemodialysis,032650
32651,AZ,SWAN DIALYSIS,TUCSON,For Profit,15,1740711993,DAVITA,Hemodialysis,032651
32652,AZ,ORO VALLEY DIALYSIS,ORO VALLEY,For Profit,15,1164948121,DAVITA,Hemodialysis and Peritoneal Dialysis,032652
32653,AZ,FRESENIUS KIDNEY CARE WESTGATE HOME,GLENDALE,For Profit,15,1538661483,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032653
32654,AZ,FRESENIUS KIDNEY CARE CANYON VISTA,SIERRA VISTA,For Profit,15,1508370404,FRESENIUS MEDICAL CARE,Hemodialysis,032654
32655,AZ,EVERGREEN PARK DIALYSIS,PHOENIX,For Profit,15,1932688256,DAVITA,Hemodialysis and Peritoneal Dialysis,032655
32656,AZ,FRESENIUS KIDNEY CARE WESTGATE,GLENDALE,For Profit,15,1538666045,FRESENIUS MEDICAL CARE,Hemodialysis,032656
32657,AZ,FRESENIUS KIDNEY CARE TANGERINE CROSSING,MARANA,For Profit,15,1306324215,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,032657
32658,AZ,DIALYSIS CARE AT PALM VALLEY,GOODYEAR,For Profit,15,1437612165,DAVITA,Hemodialysis,032658
32660,AZ,SCOTTSDALE KIDNEY CENTER LLC,PHOENIX,Unavailable,15,.,INDEPENDENT,Hemodialysis,032660
33503,AZ,GILA RIVER DIALYSIS WEST,LAVEEN,Non-profit,15,1700867819,INDEPENDENT,Hemodialysis,033503
33504,AZ,VALLEYWISE COMMUNITY HEALTH CENTER - GLENDALE,GLENDALE,Non-profit,15,1073576740,INDEPENDENT,Hemodialysis,033504
42303,AR,ST BERNARDS  MEDICAL CENTER JONESBORO DIALYSIS,JONESBORO,Non-profit,13,1134141906,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,"040020,042303"
42310,AR,ARKANSAS CHILDREN'S HOSPITAL ESRD,LITTLE ROCK,Non-profit,13,1194776757,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,"040117,042310"
42501,AR,"FORT SMITH REGIONAL DIALYSIS CENTER, LLC",FORT SMITH,For Profit,13,1871596916,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,042501
42507,AR,OUACHITA  DIALYSIS,HOT SPRINGS,For Profit,13,1811962830,DAVITA,Hemodialysis,042507
42508,AR,RIVER VALLEY DIALYSIS,RUSSELLVILLE,For Profit,13,1538134820,DAVITA,Hemodialysis and Peritoneal Dialysis,042508
42510,AR,RCG HELENA,HELENA,For Profit,13,1790875292,FRESENIUS MEDICAL CARE,Hemodialysis,042510
42512,AR,DEGRAY DIALYSIS,ARKADELPHIA,For Profit,13,1982679916,DAVITA,Hemodialysis and Peritoneal Dialysis,042512
42513,AR,SPRINGHILL DIALYSIS,NORTH LITTLE ROCK,For Profit,13,1568453314,DAVITA,Hemodialysis and Peritoneal Dialysis,042513
42514,AR,SEARCY DIALYSIS,SEARCY,For Profit,13,1457342339,DAVITA,Hemodialysis and Peritoneal Dialysis,042514
42515,AR,KIDNEY DISEASE & DIALYSIS CLINIC OF MAGNOLIA,MAGNOLIA,For Profit,13,1396807871,INDEPENDENT,Hemodialysis,042515
42517,AR,CONWAY DIALYSIS,CONWAY,For Profit,13,1194716068,DAVITA,Hemodialysis and Peritoneal Dialysis,042517
42518,AR,CONWAY DIALYSIS,CONWAY,For Profit,13,1912019811,FRESENIUS MEDICAL CARE,Hemodialysis,042518
42521,AR,LITTLE ROCK DIALYSIS,LITTLE ROCK,For Profit,13,1821100728,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,042521
42525,AR,OUACHITA VALLEY DIALYSIS,CAMDEN,For Profit,13,1114992047,DAVITA,Hemodialysis and Peritoneal Dialysis,042525
42527,AR,FRESENIUS KIDNEY CARE LAKE VILLAGE DIALYSIS,LAKE VILLAGE,For Profit,13,1902918790,FRESENIUS MEDICAL CARE,Hemodialysis,042527
42528,AR,BMA OF EAST ARKANSAS,WEST MEMPHIS,For Profit,13,1821100678,FRESENIUS MEDICAL CARE,Hemodialysis,042528
42531,AR,HOT SPRINGS DIALYSIS,HOT SPRINGS,For Profit,13,1881938207,DAVITA,Hemodialysis and Peritoneal Dialysis,042531
42532,AR,FRESENIUS MEDICAL CARE PINE BLUFF DIALYSIS,PINE BLUFF,For Profit,13,1467564369,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,042532
42533,AR,BMA OF ST FRANCIS COUNTY,FORREST CITY,For Profit,13,1366554115,FRESENIUS MEDICAL CARE,Hemodialysis,042533
42534,AR,OSCEOLA DIALYSIS,OSCEOLA,For Profit,13,1174578595,DAVITA,Hemodialysis and Peritoneal Dialysis,042534
42535,AR,PULASKI COUNTY DIALYSIS,JACKSONVILLE,For Profit,13,1720079692,DAVITA,Hemodialysis,042535
42536,AR,SOUTH ARKANSAS DIALYSIS,EL DORADO,For Profit,13,1013982040,DAVITA,Hemodialysis and Peritoneal Dialysis,042536
42537,AR,STUTTGART DIALYSIS,STUTTGART,For Profit,13,1376655274,FRESENIUS MEDICAL CARE,Hemodialysis,042537
42539,AR,FAYETTEVILLE DIALYSIS,FAYETTEVILLE,For Profit,13,1154435923,DAVITA,Hemodialysis and Peritoneal Dialysis,042539
42540,AR,BENTONVILLE DIALYSIS,BENTONVILLE,For Profit,13,1396856084,DAVITA,Hemodialysis and Peritoneal Dialysis,042540
42543,AR,MONTICELLO DIALYSIS,MONTICELLO,For Profit,13,1285746180,FRESENIUS MEDICAL CARE,Hemodialysis,042543
42545,AR,SOUTHWEST ARKANSAS DIALYSIS,MAGNOLIA,For Profit,13,1134101108,DAVITA,Hemodialysis,042545
42547,AR,LITTLE ROCK MIDTOWN DIALYSIS,LITTLE ROCK,For Profit,13,1740271592,DAVITA,Hemodialysis,042547
42548,AR,NORTH LITTLE ROCK DIALYSIS CENTER,NORTH LITTLE ROCK,For Profit,13,1497977714,DAVITA,Hemodialysis,042548
42549,AR,SILOAM SPRINGS DIALYSIS,SILOAM SPRINGS,For Profit,13,1598876278,DAVITA,Hemodialysis and Peritoneal Dialysis,042549
42550,AR,BMA BLYTHEVILLE,BLYTHEVILLE,For Profit,13,1699887455,FRESENIUS MEDICAL CARE,Hemodialysis,042550
42551,AR,LEWISVILLE DIALYSIS CENTER,LEWISVILLE,For Profit,13,1316009913,INDEPENDENT,Unavailable,042551
42553,AR,JACKSONVILLE CENTRAL DIALYSIS CENTER,JACKSONVILLE,For Profit,13,1982822631,DAVITA,Hemodialysis and Peritoneal Dialysis,042553
42554,AR,JACKSON COUNTY DIALYSIS,NEWPORT,For Profit,13,1922099779,DAVITA,Hemodialysis,042554
42556,AR,BENTON DIALYSIS,BENTON,For Profit,13,1720190622,FRESENIUS MEDICAL CARE,Hemodialysis,042556
42557,AR,INDEPENDENCE COUNTY DIALYSIS,BATESVILLE,For Profit,13,1114918083,DAVITA,Hemodialysis,042557
